# stable_id|source|option_type|option_name|prerequisites|level_gained|class_associations|grant_value
class-artificer|Eberron|class|Artificer|None|0|Artificer|
item-hat-of-many-spells|SRD5.2.1|item|Hat of Many Spells|Catalog prerequisites|0|Any|
item-headband-of-intellect|SRD5.2.1|item|Headband of Intellect|Catalog prerequisites|0|Any|
item-helm-of-brilliance|SRD5.2.1|item|Helm of Brilliance|Catalog prerequisites|0|Any|
item-helm-of-comprehending-languages|SRD5.2.1|item|Helm of Comprehending Languages|Catalog prerequisites|0|Any|
item-helm-of-telepathy|SRD5.2.1|item|Helm of Telepathy|Catalog prerequisites|0|Any|
item-helm-of-teleportation|SRD5.2.1|item|Helm of Teleportation|Catalog prerequisites|0|Any|
item-holy-avenger|SRD5.2.1|item|Holy Avenger|Catalog prerequisites|0|Any|
item-horn-of-blasting|SRD5.2.1|item|Horn of Blasting|Catalog prerequisites|0|Any|
item-horn-of-valhalla|SRD5.2.1|item|Horn of Valhalla|Catalog prerequisites|0|Any|
item-horseshoes-of-a-zephyr|SRD5.2.1|item|Horseshoes of a Zephyr|Catalog prerequisites|0|Any|
item-horseshoes-of-speed|SRD5.2.1|item|Horseshoes of Speed|Catalog prerequisites|0|Any|
item-immovable-rod|SRD5.2.1|item|Immovable Rod|Catalog prerequisites|0|Any|
item-instant-fortress|SRD5.2.1|item|Instant Fortress|Catalog prerequisites|0|Any|
item-ioun-stone|SRD5.2.1|item|Ioun Stone|Catalog prerequisites|0|Any|
item-iron-bands|SRD5.2.1|item|Iron Bands|Catalog prerequisites|0|Any|
item-iron-flask|SRD5.2.1|item|Iron Flask|Catalog prerequisites|0|Any|
item-javelin-of-lightning|SRD5.2.1|item|Javelin of Lightning|Catalog prerequisites|0|Any|
item-lantern-of-revealing|SRD5.2.1|item|Lantern of Revealing|Catalog prerequisites|0|Any|
item-luck-blade|SRD5.2.1|item|Luck Blade|Catalog prerequisites|0|Any|
item-mace-of-disruption|SRD5.2.1|item|Mace of Disruption|Catalog prerequisites|0|Any|
item-mace-of-smiting|SRD5.2.1|item|Mace of Smiting|Catalog prerequisites|0|Any|
item-mace-of-terror|SRD5.2.1|item|Mace of Terror|Catalog prerequisites|0|Any|
item-mantle-of-spell-resistance|SRD5.2.1|item|Mantle of Spell Resistance|Catalog prerequisites|0|Any|
item-manual-of-bodily-health|SRD5.2.1|item|Manual of Bodily Health|Catalog prerequisites|0|Any|
item-manual-of-gainful-exercise|SRD5.2.1|item|Manual of Gainful Exercise|Catalog prerequisites|0|Any|
item-manual-of-golems|SRD5.2.1|item|Manual of Golems|Catalog prerequisites|0|Any|
item-manual-of-quickness-of-action|SRD5.2.1|item|Manual of Quickness of Action|Catalog prerequisites|0|Any|
item-marvelous-pigments|SRD5.2.1|item|Marvelous Pigments|Catalog prerequisites|0|Any|
item-medallion-of-thoughts|SRD5.2.1|item|Medallion of Thoughts|Catalog prerequisites|0|Any|
item-mirror-of-life-trapping|SRD5.2.1|item|Mirror of Life Trapping|Catalog prerequisites|0|Any|
item-mithral-armor|SRD5.2.1|item|Mithral Armor|Catalog prerequisites|0|Any|
item-mysterious-deck|SRD5.2.1|item|Mysterious Deck|Catalog prerequisites|0|Any|
item-necklace-of-adaptation|SRD5.2.1|item|Necklace of Adaptation|Catalog prerequisites|0|Any|
item-necklace-of-fireballs|SRD5.2.1|item|Necklace of Fireballs|Catalog prerequisites|0|Any|
item-necklace-of-prayer-beads|SRD5.2.1|item|Necklace of Prayer Beads|Catalog prerequisites|0|Any|
item-nine-lives-stealer|SRD5.2.1|item|Nine Lives Stealer|Catalog prerequisites|0|Any|
item-oathbow|SRD5.2.1|item|Oathbow|Catalog prerequisites|0|Any|
item-oil-of-etherealness|SRD5.2.1|item|Oil of Etherealness|Catalog prerequisites|0|Any|
item-oil-of-sharpness|SRD5.2.1|item|Oil of Sharpness|Catalog prerequisites|0|Any|
item-oil-of-slipperiness|SRD5.2.1|item|Oil of Slipperiness|Catalog prerequisites|0|Any|
item-pearl-of-power|SRD5.2.1|item|Pearl of Power|Catalog prerequisites|0|Any|
item-periapt-of-health|SRD5.2.1|item|Periapt of Health|Catalog prerequisites|0|Any|
item-periapt-of-proof-against-poison|SRD5.2.1|item|Periapt of Proof against Poison|Catalog prerequisites|0|Any|
item-periapt-of-wound-closure|SRD5.2.1|item|Periapt of Wound Closure|Catalog prerequisites|0|Any|
item-philter-of-love|SRD5.2.1|item|Philter of Love|Catalog prerequisites|0|Any|
item-pipes-of-haunting|SRD5.2.1|item|Pipes of Haunting|Catalog prerequisites|0|Any|
item-pipes-of-the-sewers|SRD5.2.1|item|Pipes of the Sewers|Catalog prerequisites|0|Any|
item-plate-armor-of-etherealness|SRD5.2.1|item|Plate Armor of Etherealness|Catalog prerequisites|0|Any|
item-portable-hole|SRD5.2.1|item|Portable Hole|Catalog prerequisites|0|Any|
item-potion-of-animal-friendship|SRD5.2.1|item|Potion of Animal Friendship|Catalog prerequisites|0|Any|
item-potion-of-clairvoyance|SRD5.2.1|item|Potion of Clairvoyance|Catalog prerequisites|0|Any|
item-potion-of-climbing|SRD5.2.1|item|Potion of Climbing|Catalog prerequisites|0|Any|
item-potion-of-diminution|SRD5.2.1|item|Potion of Diminution|Catalog prerequisites|0|Any|
item-potion-of-flying|SRD5.2.1|item|Potion of Flying|Catalog prerequisites|0|Any|
item-potion-of-gaseous-form|SRD5.2.1|item|Potion of Gaseous Form|Catalog prerequisites|0|Any|
item-potion-of-giant-strength|SRD5.2.1|item|Potion of Giant Strength|Catalog prerequisites|0|Any|
item-potion-of-growth|SRD5.2.1|item|Potion of Growth|Catalog prerequisites|0|Any|
item-potions-of-healing|SRD5.2.1|item|Potions of Healing|Catalog prerequisites|0|Any|
item-potion-of-heroism|SRD5.2.1|item|Potion of Heroism|Catalog prerequisites|0|Any|
item-potion-of-invisibility|SRD5.2.1|item|Potion of Invisibility|Catalog prerequisites|0|Any|
item-potion-of-invulnerability|SRD5.2.1|item|Potion of Invulnerability|Catalog prerequisites|0|Any|
item-potion-of-longevity|SRD5.2.1|item|Potion of Longevity|Catalog prerequisites|0|Any|
item-potion-of-mind-reading|SRD5.2.1|item|Potion of Mind Reading|Catalog prerequisites|0|Any|
item-potion-of-poison|SRD5.2.1|item|Potion of Poison|Catalog prerequisites|0|Any|
item-potion-of-resistance|SRD5.2.1|item|Potion of Resistance|Catalog prerequisites|0|Any|
item-potion-of-speed|SRD5.2.1|item|Potion of Speed|Catalog prerequisites|0|Any|
item-potion-of-vitality|SRD5.2.1|item|Potion of Vitality|Catalog prerequisites|0|Any|
item-potion-of-water-breathing|SRD5.2.1|item|Potion of Water Breathing|Catalog prerequisites|0|Any|
item-quarterstaff-of-the-acrobat|SRD5.2.1|item|Quarterstaff of the Acrobat|Catalog prerequisites|0|Any|
item-ring-of-animal-influence|SRD5.2.1|item|Ring of Animal Influence|Catalog prerequisites|0|Any|
item-ring-of-djinni-summoning|SRD5.2.1|item|Ring of Djinni Summoning|Catalog prerequisites|0|Any|
item-ring-of-elemental-command|SRD5.2.1|item|Ring of Elemental Command|Catalog prerequisites|0|Any|
item-ring-of-evasion|SRD5.2.1|item|Ring of Evasion|Catalog prerequisites|0|Any|
item-ring-of-feather-falling|SRD5.2.1|item|Ring of Feather Falling|Catalog prerequisites|0|Any|
item-ring-of-free-action|SRD5.2.1|item|Ring of Free Action|Catalog prerequisites|0|Any|
item-ring-of-invisibility|SRD5.2.1|item|Ring of Invisibility|Catalog prerequisites|0|Any|
item-ring-of-jumping|SRD5.2.1|item|Ring of Jumping|Catalog prerequisites|0|Any|
item-ring-of-mind-shielding|SRD5.2.1|item|Ring of Mind Shielding|Catalog prerequisites|0|Any|
item-ring-of-protection|SRD5.2.1|item|Ring of Protection|Catalog prerequisites|0|Any|
item-ring-of-regeneration|SRD5.2.1|item|Ring of Regeneration|Catalog prerequisites|0|Any|
item-ring-of-resistance|SRD5.2.1|item|Ring of Resistance|Catalog prerequisites|0|Any|
item-ring-of-shooting-stars|SRD5.2.1|item|Ring of Shooting Stars|Catalog prerequisites|0|Any|
item-ring-of-spell-storing|SRD5.2.1|item|Ring of Spell Storing|Catalog prerequisites|0|Any|
item-ring-of-spell-turning|SRD5.2.1|item|Ring of Spell Turning|Catalog prerequisites|0|Any|
item-ring-of-swimming|SRD5.2.1|item|Ring of Swimming|Catalog prerequisites|0|Any|
item-ring-of-telekinesis|SRD5.2.1|item|Ring of Telekinesis|Catalog prerequisites|0|Any|
item-ring-of-the-ram|SRD5.2.1|item|Ring of the Ram|Catalog prerequisites|0|Any|
item-ring-of-three-wishes|SRD5.2.1|item|Ring of Three Wishes|Catalog prerequisites|0|Any|
item-ring-of-warmth|SRD5.2.1|item|Ring of Warmth|Catalog prerequisites|0|Any|
item-ring-of-water-walking|SRD5.2.1|item|Ring of Water Walking|Catalog prerequisites|0|Any|
item-ring-of-x-ray-vision|SRD5.2.1|item|Ring of X-ray Vision|Catalog prerequisites|0|Any|
item-robe-of-eyes|SRD5.2.1|item|Robe of Eyes|Catalog prerequisites|0|Any|
item-robe-of-scintillating-colors|SRD5.2.1|item|Robe of Scintillating Colors|Catalog prerequisites|0|Any|
item-robe-of-stars|SRD5.2.1|item|Robe of Stars|Catalog prerequisites|0|Any|
item-robe-of-the-archmagi|SRD5.2.1|item|Robe of the Archmagi|Catalog prerequisites|0|Any|
item-robe-of-useful-items|SRD5.2.1|item|Robe of Useful Items|Catalog prerequisites|0|Any|
item-rod-of-absorption|SRD5.2.1|item|Rod of Absorption|Catalog prerequisites|0|Any|
item-rod-of-alertness|SRD5.2.1|item|Rod of Alertness|Catalog prerequisites|0|Any|
item-rod-of-lordly-might|SRD5.2.1|item|Rod of Lordly Might|Catalog prerequisites|0|Any|
item-rod-of-resurrection|SRD5.2.1|item|Rod of Resurrection|Catalog prerequisites|0|Any|
item-rod-of-rulership|SRD5.2.1|item|Rod of Rulership|Catalog prerequisites|0|Any|
item-rod-of-security|SRD5.2.1|item|Rod of Security|Catalog prerequisites|0|Any|
item-rope-of-climbing|SRD5.2.1|item|Rope of Climbing|Catalog prerequisites|0|Any|
item-rope-of-entanglement|SRD5.2.1|item|Rope of Entanglement|Catalog prerequisites|0|Any|
item-scarab-of-protection|SRD5.2.1|item|Scarab of Protection|Catalog prerequisites|0|Any|
item-scimitar-of-speed|SRD5.2.1|item|Scimitar of Speed|Catalog prerequisites|0|Any|
item-sending-stones|SRD5.2.1|item|Sending Stones|Catalog prerequisites|0|Any|
item-sentinel-shield|SRD5.2.1|item|Sentinel Shield|Catalog prerequisites|0|Any|
item-shield-1-2-or-3|SRD5.2.1|item|Shield, +1, +2, or +3|Catalog prerequisites|0|Any|
item-shield-of-missile-attraction|SRD5.2.1|item|Shield of Missile Attraction|Catalog prerequisites|0|Any|
item-shield-of-the-cavalier|SRD5.2.1|item|Shield of the Cavalier|Catalog prerequisites|0|Any|
item-slippers-of-spider-climbing|SRD5.2.1|item|Slippers of Spider Climbing|Catalog prerequisites|0|Any|
item-sovereign-glue|SRD5.2.1|item|Sovereign Glue|Catalog prerequisites|0|Any|
item-spellguard-shield|SRD5.2.1|item|Spellguard Shield|Catalog prerequisites|0|Any|
item-sphere-of-annihilation|SRD5.2.1|item|Sphere of Annihilation|Catalog prerequisites|0|Any|
item-staff-of-charming|SRD5.2.1|item|Staff of Charming|Catalog prerequisites|0|Any|
item-staff-of-fire|SRD5.2.1|item|Staff of Fire|Catalog prerequisites|0|Any|
item-staff-of-frost|SRD5.2.1|item|Staff of Frost|Catalog prerequisites|0|Any|
item-staff-of-healing|SRD5.2.1|item|Staff of Healing|Catalog prerequisites|0|Any|
item-staff-of-power|SRD5.2.1|item|Staff of Power|Catalog prerequisites|0|Any|
item-staff-of-striking|SRD5.2.1|item|Staff of Striking|Catalog prerequisites|0|Any|
item-staff-of-swarming-insects|SRD5.2.1|item|Staff of Swarming Insects|Catalog prerequisites|0|Any|
item-staff-of-the-magi|SRD5.2.1|item|Staff of the Magi|Catalog prerequisites|0|Any|
item-staff-of-the-python|SRD5.2.1|item|Staff of the Python|Catalog prerequisites|0|Any|
item-staff-of-the-woodlands|SRD5.2.1|item|Staff of the Woodlands|Catalog prerequisites|0|Any|
item-staff-of-thunder-and-lightning|SRD5.2.1|item|Staff of Thunder and Lightning|Catalog prerequisites|0|Any|
item-staff-of-withering|SRD5.2.1|item|Staff of Withering|Catalog prerequisites|0|Any|
item-stone-of-controlling-earth-elementals|SRD5.2.1|item|Stone of Controlling Earth Elementals|Catalog prerequisites|0|Any|
item-stone-of-good-luck-luckstone|SRD5.2.1|item|Stone of Good Luck (Luckstone)|Catalog prerequisites|0|Any|
item-sun-blade|SRD5.2.1|item|Sun Blade|Catalog prerequisites|0|Any|
item-sword-of-life-stealing|SRD5.2.1|item|Sword of Life Stealing|Catalog prerequisites|0|Any|
item-sword-of-sharpness|SRD5.2.1|item|Sword of Sharpness|Catalog prerequisites|0|Any|
item-sword-of-wounding|SRD5.2.1|item|Sword of Wounding|Catalog prerequisites|0|Any|
item-talisman-of-pure-good|SRD5.2.1|item|Talisman of Pure Good|Catalog prerequisites|0|Any|
item-talisman-of-the-sphere|SRD5.2.1|item|Talisman of the Sphere|Catalog prerequisites|0|Any|
item-talisman-of-ultimate-evil|SRD5.2.1|item|Talisman of Ultimate Evil|Catalog prerequisites|0|Any|
item-thunderous-greatclub|SRD5.2.1|item|Thunderous Greatclub|Catalog prerequisites|0|Any|
item-tome-of-clear-thought|SRD5.2.1|item|Tome of Clear Thought|Catalog prerequisites|0|Any|
item-tome-of-leadership-and-influence|SRD5.2.1|item|Tome of Leadership and Influence|Catalog prerequisites|0|Any|
item-tome-of-understanding|SRD5.2.1|item|Tome of Understanding|Catalog prerequisites|0|Any|
item-trident-of-fish-command|SRD5.2.1|item|Trident of Fish Command|Catalog prerequisites|0|Any|
item-universal-solvent|SRD5.2.1|item|Universal Solvent|Catalog prerequisites|0|Any|
item-vicious-weapon|SRD5.2.1|item|Vicious Weapon|Catalog prerequisites|0|Any|
item-vorpal-sword|SRD5.2.1|item|Vorpal Sword|Catalog prerequisites|0|Any|
item-wand-of-binding|SRD5.2.1|item|Wand of Binding|Catalog prerequisites|0|Any|
item-wand-of-enemy-detection|SRD5.2.1|item|Wand of Enemy Detection|Catalog prerequisites|0|Any|
item-wand-of-fear|SRD5.2.1|item|Wand of Fear|Catalog prerequisites|0|Any|
item-wand-of-fireballs|SRD5.2.1|item|Wand of Fireballs|Catalog prerequisites|0|Any|
item-wand-of-lightning-bolts|SRD5.2.1|item|Wand of Lightning Bolts|Catalog prerequisites|0|Any|
item-wand-of-magic-detection|SRD5.2.1|item|Wand of Magic Detection|Catalog prerequisites|0|Any|
item-wand-of-magic-missiles|SRD5.2.1|item|Wand of Magic Missiles|Catalog prerequisites|0|Any|
item-wand-of-paralysis|SRD5.2.1|item|Wand of Paralysis|Catalog prerequisites|0|Any|
item-wand-of-polymorph|SRD5.2.1|item|Wand of Polymorph|Catalog prerequisites|0|Any|
item-wand-of-secrets|SRD5.2.1|item|Wand of Secrets|Catalog prerequisites|0|Any|
item-wand-of-the-war-mage-1-2-or-3|SRD5.2.1|item|Wand of the War Mage, +1, +2, or +3|Catalog prerequisites|0|Any|
item-wand-of-web|SRD5.2.1|item|Wand of Web|Catalog prerequisites|0|Any|
item-wand-of-wonder|SRD5.2.1|item|Wand of Wonder|Catalog prerequisites|0|Any|
item-weapon-1-2-or-3|SRD5.2.1|item|Weapon, +1, +2, or +3|Catalog prerequisites|0|Any|
item-weapon-of-warning|SRD5.2.1|item|Weapon of Warning|Catalog prerequisites|0|Any|
item-well-of-many-worlds|SRD5.2.1|item|Well of Many Worlds|Catalog prerequisites|0|Any|
item-wind-fan|SRD5.2.1|item|Wind Fan|Catalog prerequisites|0|Any|
item-winged-boots|SRD5.2.1+Eberron|item|Winged Boots|Catalog prerequisites|0|Any|
item-wings-of-flying|SRD5.2.1|item|Wings of Flying|Catalog prerequisites|0|Any|
item-armor-of-gleaming|XGTE|item|Armor of Gleaming|Catalog prerequisites|0|Any|
item-bead-of-refreshment|XGTE|item|Bead of Refreshment|Catalog prerequisites|0|Any|
item-boots-of-false-tracks|XGTE|item|Boots of False Tracks|Catalog prerequisites|0|Any|
item-candle-of-the-deep|XGTE|item|Candle of the Deep|Catalog prerequisites|0|Any|
item-cast-off-armor|XGTE|item|Cast-Off Armor|Catalog prerequisites|0|Any|
item-charlatan-s-die|XGTE|item|Charlatan's Die|Catalog prerequisites|0|Any|
item-cloak-of-billowing|XGTE|item|Cloak of Billowing|Catalog prerequisites|0|Any|
item-cloak-of-many-fashions|XGTE|item|Cloak of Many Fashions|Catalog prerequisites|0|Any|
item-clockwork-amulet|XGTE|item|Clockwork Amulet|Catalog prerequisites|0|Any|
item-clothes-of-mending|XGTE|item|Clothes of Mending|Catalog prerequisites|0|Any|
item-dark-shard-amulet|XGTE|item|Dark Shard Amulet|Catalog prerequisites|0|Any|
item-dread-helm|XGTE|item|Dread Helm|Catalog prerequisites|0|Any|
item-ear-horn-of-hearing|XGTE|item|Ear Horn of Hearing|Catalog prerequisites|0|Any|
item-enduring-spellbook|XGTE|item|Enduring Spellbook|Catalog prerequisites|0|Any|
item-ersatz-eye|XGTE|item|Ersatz Eye|Catalog prerequisites|0|Any|
item-hat-of-vermin|XGTE|item|Hat of Vermin|Catalog prerequisites|0|Any|
item-hat-of-wizardry|XGTE|item|Hat of Wizardry|Catalog prerequisites|0|Any|
item-heward-s-handy-spice-pouch|XGTE|item|Heward's Handy Spice Pouch|Catalog prerequisites|0|Any|
item-horn-of-silent-alarm|XGTE|item|Horn of Silent Alarm|Catalog prerequisites|0|Any|
item-instrument-of-illusions|XGTE|item|Instrument of Illusions|Catalog prerequisites|0|Any|
item-instrument-of-scribing|XGTE|item|Instrument of Scribing|Catalog prerequisites|0|Any|
item-lock-of-trickery|XGTE|item|Lock of Trickery|Catalog prerequisites|0|Any|
item-moon-touched-sword|XGTE|item|Moon-Touched Sword|Catalog prerequisites|0|Any|
item-mystery-key|XGTE|item|Mystery Key|Catalog prerequisites|0|Any|
item-orb-of-direction|XGTE|item|Orb of Direction|Catalog prerequisites|0|Any|
item-orb-of-time|XGTE|item|Orb of Time|Catalog prerequisites|0|Any|
item-perfume-of-bewitching|XGTE|item|Perfume of Bewitching|Catalog prerequisites|0|Any|
item-pipe-of-smoke-monsters|XGTE|item|Pipe of Smoke Monsters|Catalog prerequisites|0|Any|
item-pole-of-angling|XGTE|item|Pole of Angling|Catalog prerequisites|0|Any|
item-pole-of-collapsing|XGTE|item|Pole of Collapsing|Catalog prerequisites|0|Any|
item-pot-of-awakening|XGTE|item|Pot of Awakening|Catalog prerequisites|0|Any|
item-rope-of-mending|XGTE|item|Rope of Mending|Catalog prerequisites|0|Any|
item-ruby-of-the-war-mage|XGTE|item|Ruby of the War Mage|Catalog prerequisites|0|Any|
item-shield-of-expression|XGTE|item|Shield of Expression|Catalog prerequisites|0|Any|
item-smoldering-armor|XGTE|item|Smoldering Armor|Catalog prerequisites|0|Any|
item-staff-of-adornment|XGTE|item|Staff of Adornment|Catalog prerequisites|0|Any|
item-staff-of-birdcalls|XGTE|item|Staff of Birdcalls|Catalog prerequisites|0|Any|
item-staff-of-flowers|XGTE|item|Staff of Flowers|Catalog prerequisites|0|Any|
item-talking-doll|XGTE|item|Talking Doll|Catalog prerequisites|0|Any|
item-tankard-of-sobriety|XGTE|item|Tankard of Sobriety|Catalog prerequisites|0|Any|
item-unbreakable-arrow|XGTE|item|Unbreakable Arrow|Catalog prerequisites|0|Any|
item-veteran-s-cane|XGTE|item|Veteran's Cane|Catalog prerequisites|0|Any|
item-walloping-ammunition|XGTE|item|Walloping Ammunition|Catalog prerequisites|0|Any|
item-wand-of-conducting|XGTE|item|Wand of Conducting|Catalog prerequisites|0|Any|
item-wand-of-pyrotechnics|XGTE|item|Wand of Pyrotechnics|Catalog prerequisites|0|Any|
item-wand-of-scowls|XGTE|item|Wand of Scowls|Catalog prerequisites|0|Any|
item-wand-of-smiles|XGTE|item|Wand of Smiles|Catalog prerequisites|0|Any|
item-holy-symbol-of-ravenkind|VRGTR|item|Holy Symbol of Ravenkind|Catalog prerequisites|0|Any|
item-icon-of-ravenloft|VRGTR|item|Icon of Ravenloft|Catalog prerequisites|0|Any|
item-sunsword|VRGTR|item|Sunsword|Catalog prerequisites|0|Any|
item-tome-of-strahd|VRGTR|item|Tome of Strahd|Catalog prerequisites|0|Any|
item-blackstaff|FRHOF|item|Blackstaff|Catalog prerequisites|0|Any|
item-bookmark|FRHOF|item|Bookmark|Catalog prerequisites|0|Any|
item-hazirawn|FRHOF|item|Hazirawn|Catalog prerequisites|0|Any|
item-moonblade|FRHOF|item|Moonblade|Catalog prerequisites|0|Any|
item-ring-of-winter|FRHOF|item|Ring of Winter|Catalog prerequisites|0|Any|
item-staff-of-the-forgotten-one|FRHOF|item|Staff of the Forgotten One|Catalog prerequisites|0|Any|
item-adventurer-s-atlas|Eberron|item|Adventurer's Atlas|Catalog prerequisites|0|Any|
item-all-purpose-tool|Eberron|item|All-Purpose Tool|Catalog prerequisites|0|Any|
item-boots-of-the-winding-path|Eberron|item|Boots of the Winding Path|Catalog prerequisites|0|Any|
item-repeating-shot-light-crossbow|Eberron|item|Repeating Shot Light Crossbow|Catalog prerequisites|0|Any|
item-alchemist-s-supplies|SRD5.2.1|item|Alchemist's Supplies|Catalog prerequisites|0|Any|
item-brewer-s-supplies|SRD5.2.1|item|Brewer's Supplies|Catalog prerequisites|0|Any|
item-calligrapher-s-supplies|SRD5.2.1|item|Calligrapher's Supplies|Catalog prerequisites|0|Any|
item-carpenter-s-tools|SRD5.2.1|item|Carpenter's Tools|Catalog prerequisites|0|Any|
item-cartographer-s-tools|SRD5.2.1|item|Cartographer's Tools|Catalog prerequisites|0|Any|
item-cobbler-s-tools|SRD5.2.1|item|Cobbler's Tools|Catalog prerequisites|0|Any|
item-cook-s-utensils|SRD5.2.1|item|Cook's Utensils|Catalog prerequisites|0|Any|
item-glassblower-s-tools|SRD5.2.1|item|Glassblower's Tools|Catalog prerequisites|0|Any|
item-jeweler-s-tools|SRD5.2.1|item|Jeweler's Tools|Catalog prerequisites|0|Any|
item-leatherworker-s-tools|SRD5.2.1|item|Leatherworker's Tools|Catalog prerequisites|0|Any|
item-mason-s-tools|SRD5.2.1|item|Mason's Tools|Catalog prerequisites|0|Any|
item-painter-s-supplies|SRD5.2.1|item|Painter's Supplies|Catalog prerequisites|0|Any|
item-potter-s-tools|SRD5.2.1|item|Potter's Tools|Catalog prerequisites|0|Any|
item-smith-s-tools|SRD5.2.1|item|Smith's Tools|Catalog prerequisites|0|Any|
item-tinker-s-tools|SRD5.2.1|item|Tinker's Tools|Catalog prerequisites|0|Any|
item-weaver-s-tools|SRD5.2.1|item|Weaver's Tools|Catalog prerequisites|0|Any|
item-woodcarver-s-tools|SRD5.2.1|item|Woodcarver's Tools|Catalog prerequisites|0|Any|
item-disguise-kit|SRD5.2.1|item|Disguise Kit|Catalog prerequisites|0|Any|
item-forgery-kit|SRD5.2.1|item|Forgery Kit|Catalog prerequisites|0|Any|
item-gaming-set|SRD5.2.1|item|Gaming Set|Catalog prerequisites|0|Any|
item-herbalism-kit|SRD5.2.1|item|Herbalism Kit|Catalog prerequisites|0|Any|
item-musical-instrument|SRD5.2.1|item|Musical Instrument|Catalog prerequisites|0|Any|
item-navigator-s-tools|SRD5.2.1|item|Navigator's Tools|Catalog prerequisites|0|Any|
item-poisoner-s-kit|SRD5.2.1|item|Poisoner's Kit|Catalog prerequisites|0|Any|
item-thieves-tools|SRD5.2.1|item|Thieves' Tools|Catalog prerequisites|0|Any|
grant-human-size|Core|species|Human|None|0|Any|size=Medium
grant-human-senses|Core|species|Human|None|0|Any|senses=Normal vision
grant-elf-size|Core|species|Elf|None|0|Any|size=Medium
grant-elf-senses|Core|species|Elf|None|0|Any|senses=Darkvision
grant-dwarf-size|Core|species|Dwarf|None|0|Any|size=Medium
grant-dwarf-senses|Core|species|Dwarf|None|0|Any|senses=Darkvision
grant-halfling-size|Core|species|Halfling|None|0|Any|size=Small
grant-gnome-size|Core|species|Gnome|None|0|Any|size=Small
grant-aasimar-size|Core|species|Aasimar|None|0|Any|size=Medium
grant-aasimar-senses|Core|species|Aasimar|None|0|Any|senses=Darkvision 60 ft.
grant-black-dragonborn-size|Core|species|Black Dragonborn|None|0|Any|size=Medium
grant-blue-dragonborn-size|Core|species|Blue Dragonborn|None|0|Any|size=Medium
grant-brass-dragonborn-size|Core|species|Brass Dragonborn|None|0|Any|size=Medium
grant-bronze-dragonborn-size|Core|species|Bronze Dragonborn|None|0|Any|size=Medium
grant-copper-dragonborn-size|Core|species|Copper Dragonborn|None|0|Any|size=Medium
grant-gold-dragonborn-size|Core|species|Gold Dragonborn|None|0|Any|size=Medium
grant-green-dragonborn-size|Core|species|Green Dragonborn|None|0|Any|size=Medium
grant-red-dragonborn-size|Core|species|Red Dragonborn|None|0|Any|size=Medium
grant-silver-dragonborn-size|Core|species|Silver Dragonborn|None|0|Any|size=Medium
grant-white-dragonborn-size|Core|species|White Dragonborn|None|0|Any|size=Medium
grant-drow-elf-size|Core|species|Drow Elf|None|0|Any|size=Medium
grant-drow-elf-senses|Core|species|Drow Elf|None|0|Any|senses=Darkvision 120 ft.
grant-high-elf-size|Core|species|High Elf|None|0|Any|size=Medium
grant-high-elf-senses|Core|species|High Elf|None|0|Any|senses=Darkvision 60 ft.
grant-wood-elf-size|Core|species|Wood Elf|None|0|Any|size=Medium
grant-wood-elf-senses|Core|species|Wood Elf|None|0|Any|senses=Darkvision 60 ft.
grant-forest-gnome-size|Core|species|Forest Gnome|None|0|Any|size=Small
grant-forest-gnome-senses|Core|species|Forest Gnome|None|0|Any|senses=Darkvision 60 ft.
grant-rock-gnome-size|Core|species|Rock Gnome|None|0|Any|size=Small
grant-rock-gnome-senses|Core|species|Rock Gnome|None|0|Any|senses=Darkvision 60 ft.
grant-cloud-goliath-size|Core|species|Cloud Giant Goliath|None|0|Any|size=Medium
grant-fire-goliath-size|Core|species|Fire Giant Goliath|None|0|Any|size=Medium
grant-frost-goliath-size|Core|species|Frost Giant Goliath|None|0|Any|size=Medium
grant-hill-goliath-size|Core|species|Hill Giant Goliath|None|0|Any|size=Medium
grant-stone-goliath-size|Core|species|Stone Giant Goliath|None|0|Any|size=Medium
grant-storm-goliath-size|Core|species|Storm Giant Goliath|None|0|Any|size=Medium
grant-orc-size|Core|species|Orc|None|0|Any|size=Medium
grant-orc-senses|Core|species|Orc|None|0|Any|senses=Darkvision 120 ft.
grant-abyssal-tiefling-size|Core|species|Abyssal Tiefling|None|0|Any|size=Medium
grant-abyssal-tiefling-senses|Core|species|Abyssal Tiefling|None|0|Any|senses=Darkvision 60 ft.
grant-chthonic-tiefling-size|Core|species|Chthonic Tiefling|None|0|Any|size=Medium
grant-chthonic-tiefling-senses|Core|species|Chthonic Tiefling|None|0|Any|senses=Darkvision 60 ft.
grant-infernal-tiefling-size|Core|species|Infernal Tiefling|None|0|Any|size=Medium
grant-infernal-tiefling-senses|Core|species|Infernal Tiefling|None|0|Any|senses=Darkvision 60 ft.

# Deterministic class progression grants. Choice-bearing features remain catalog/manual.
progression-fighter-second-wind|Core|class_feature|Fighter|None|1|Fighter|feature=Second Wind
progression-fighter-action-surge|Core|class_feature|Fighter|None|2|Fighter|feature=Action Surge
progression-fighter-extra-attack|Core|class_feature|Fighter|None|5|Fighter|feature=Extra Attack
progression-fighter-indomitable|Core|class_feature|Fighter|None|9|Fighter|feature=Indomitable
progression-barbarian-rage|Core|class_feature|Barbarian|None|1|Barbarian|feature=Rage
